number	type	latency	urevent
1.000000	1	2794.000000	1.000000
2.000000	2	4775.000000	2.000000
3.000000	3	6654.000000	3.000000
4.000000	4	8673.000000	4.000000
5.000000	5	10619.000000	5.000000
6.000000	6	12760.000000	6.000000
7.000000	7	14737.000000	7.000000
8.000000	8	16929.000000	8.000000
9.000000	9	19072.000000	9.000000
10.000000	10	20928.000000	10.000000
11.000000	11	23098.000000	11.000000
12.000000	12	25134.000000	12.000000
13.000000	13	27227.000000	13.000000
14.000000	14	29425.000000	14.000000
15.000000	15	31427.000000	15.000000
16.000000	16	33278.000000	16.000000
17.000000	17	35091.000000	17.000000
18.000000	18	37222.000000	18.000000
19.000000	19	39396.000000	19.000000
20.000000	20	41459.000000	20.000000
21.000000	21	43638.000000	21.000000
22.000000	22	45769.000000	22.000000
23.000000	23	47644.000000	23.000000
24.000000	24	49804.000000	24.000000
25.000000	25	51736.000000	25.000000
26.000000	26	53547.000000	26.000000
27.000000	27	55739.000000	27.000000
28.000000	28	57911.000000	28.000000
29.000000	29	59991.000000	29.000000
30.000000	30	62078.000000	30.000000
31.000000	31	63904.000000	31.000000
32.000000	32	65912.000000	32.000000
33.000000	33	68038.000000	33.000000
34.000000	34	70154.000000	34.000000
35.000000	35	72351.000000	35.000000
36.000000	36	74526.000000	36.000000
37.000000	37	76406.000000	37.000000
38.000000	38	78487.000000	38.000000
39.000000	39	80424.000000	39.000000
40.000000	40	82610.000000	40.000000
41.000000	41	84481.000000	41.000000
42.000000	42	86391.000000	42.000000
43.000000	43	88451.000000	43.000000
44.000000	44	90473.000000	44.000000
45.000000	45	92417.000000	45.000000
46.000000	46	94388.000000	46.000000
47.000000	47	96391.000000	47.000000
48.000000	48	98264.000000	48.000000
49.000000	49	100322.000000	49.000000
50.000000	50	102352.000000	50.000000
51.000000	51	104381.000000	51.000000
52.000000	52	106556.000000	52.000000
53.000000	53	108376.000000	53.000000
54.000000	54	110319.000000	54.000000
55.000000	55	112325.000000	55.000000
56.000000	56	114147.000000	56.000000
57.000000	57	115979.000000	57.000000
58.000000	58	118111.000000	58.000000
59.000000	59	119929.000000	59.000000
60.000000	60	121768.000000	60.000000
61.000000	61	123731.000000	61.000000
62.000000	62	125670.000000	62.000000
63.000000	63	127702.000000	63.000000
64.000000	64	129607.000000	64.000000
65.000000	65	131816.000000	65.000000
66.000000	66	133912.000000	66.000000
67.000000	67	135832.000000	67.000000
68.000000	68	137799.000000	68.000000
69.000000	69	139678.000000	69.000000
70.000000	70	141681.000000	70.000000
71.000000	71	143670.000000	71.000000
72.000000	72	145817.000000	72.000000
73.000000	73	147963.000000	73.000000
74.000000	74	149865.000000	74.000000
75.000000	75	151828.000000	75.000000
76.000000	76	154002.000000	76.000000
77.000000	77	155912.000000	77.000000
78.000000	78	157858.000000	78.000000
79.000000	79	159831.000000	79.000000
80.000000	80	161957.000000	80.000000
81.000000	81	163780.000000	81.000000
82.000000	82	165887.000000	82.000000
83.000000	83	167952.000000	83.000000
84.000000	84	169927.000000	84.000000
85.000000	85	171745.000000	85.000000
86.000000	86	173700.000000	86.000000
87.000000	87	175734.000000	87.000000
88.000000	88	177585.000000	88.000000
89.000000	89	179547.000000	89.000000
90.000000	90	181518.000000	90.000000
91.000000	91	183554.000000	91.000000
92.000000	92	185504.000000	92.000000
93.000000	93	187329.000000	93.000000
94.000000	94	189427.000000	94.000000
95.000000	95	191633.000000	95.000000
96.000000	96	193845.000000	96.000000
97.000000	97	195801.000000	97.000000
98.000000	98	197948.000000	98.000000
99.000000	99	199933.000000	99.000000
100.000000	100	201970.000000	100.000000
