number	type	latency	urevent
1.000000	1	2518.000000	1.000000
2.000000	2	4675.000000	2.000000
3.000000	3	6581.000000	3.000000
4.000000	4	8770.000000	4.000000
5.000000	5	10938.000000	5.000000
6.000000	6	13031.000000	6.000000
7.000000	7	14900.000000	7.000000
8.000000	8	16975.000000	8.000000
9.000000	9	18787.000000	9.000000
10.000000	10	20820.000000	10.000000
11.000000	boundary	21881.000000	11.000000
12.000000	11	22712.000000	12.000000
13.000000	12	24625.000000	13.000000
14.000000	13	26785.000000	14.000000
15.000000	14	28808.000000	15.000000
16.000000	15	30894.000000	16.000000
17.000000	16	32841.000000	17.000000
18.000000	17	34912.000000	18.000000
19.000000	18	36957.000000	19.000000
20.000000	19	38887.000000	20.000000
21.000000	20	40990.000000	21.000000
22.000000	21	43071.000000	22.000000
23.000000	22	45086.000000	23.000000
24.000000	23	46998.000000	24.000000
25.000000	24	49124.000000	25.000000
26.000000	25	51329.000000	26.000000
27.000000	26	53519.000000	27.000000
28.000000	27	55619.000000	28.000000
29.000000	28	57644.000000	29.000000
30.000000	29	59569.000000	30.000000
31.000000	30	61619.000000	31.000000
32.000000	31	63750.000000	32.000000
33.000000	32	65763.000000	33.000000
34.000000	33	67638.000000	34.000000
35.000000	34	69749.000000	35.000000
36.000000	35	71789.000000	36.000000
37.000000	36	73974.000000	37.000000
38.000000	37	76062.000000	38.000000
39.000000	38	78206.000000	39.000000
40.000000	39	80396.000000	40.000000
41.000000	40	82580.000000	41.000000
42.000000	41	84728.000000	42.000000
43.000000	42	86822.000000	43.000000
44.000000	43	88748.000000	44.000000
45.000000	44	90739.000000	45.000000
46.000000	45	92618.000000	46.000000
47.000000	46	94716.000000	47.000000
48.000000	47	96924.000000	48.000000
49.000000	48	98880.000000	49.000000
50.000000	49	101005.000000	50.000000
51.000000	50	103191.000000	51.000000
52.000000	51	105269.000000	52.000000
53.000000	52	107466.000000	53.000000
54.000000	53	109517.000000	54.000000
55.000000	54	111703.000000	55.000000
56.000000	55	113682.000000	56.000000
57.000000	56	115756.000000	57.000000
58.000000	57	117720.000000	58.000000
59.000000	58	119571.000000	59.000000
60.000000	59	121562.000000	60.000000
61.000000	60	123622.000000	61.000000
62.000000	61	125798.000000	62.000000
63.000000	62	127756.000000	63.000000
64.000000	63	129578.000000	64.000000
65.000000	64	131709.000000	65.000000
66.000000	65	133710.000000	66.000000
67.000000	66	135836.000000	67.000000
68.000000	67	137824.000000	68.000000
69.000000	68	139826.000000	69.000000
70.000000	69	141845.000000	70.000000
71.000000	70	143824.000000	71.000000
72.000000	71	145874.000000	72.000000
73.000000	72	147776.000000	73.000000
74.000000	73	149983.000000	74.000000
75.000000	74	151916.000000	75.000000
76.000000	75	153822.000000	76.000000
77.000000	76	155655.000000	77.000000
78.000000	77	157810.000000	78.000000
79.000000	78	159901.000000	79.000000
80.000000	79	161759.000000	80.000000
81.000000	80	163574.000000	81.000000
82.000000	81	165703.000000	82.000000
83.000000	82	167787.000000	83.000000
84.000000	83	169782.000000	84.000000
85.000000	84	171840.000000	85.000000
86.000000	85	174045.000000	86.000000
87.000000	86	176223.000000	87.000000
88.000000	87	178269.000000	88.000000
89.000000	88	180406.000000	89.000000
90.000000	89	182445.000000	90.000000
91.000000	90	184286.000000	91.000000
92.000000	91	186338.000000	92.000000
93.000000	92	188282.000000	93.000000
94.000000	93	190180.000000	94.000000
95.000000	94	192086.000000	95.000000
96.000000	95	194048.000000	96.000000
97.000000	96	196136.000000	97.000000
98.000000	97	198243.000000	98.000000
99.000000	98	200223.000000	99.000000
100.000000	99	202195.000000	100.000000
101.000000	100	204086.000000	101.000000
