Protocol....=familiarite
Task........=animal/no animal
operator....=
doctor......=
referral....=
institution.=cerco
subject.....=ega
age.........=
sex.........=
hand........=
medications.=
class.......=
Sequence....=
SubjectType.=
date........=2/3/1999
time........=9:52
DataFile....=ega2ff02
Serie.......=2
Event  Resp  Type  Correct  Latency
-----  ----  ----  -------  -------
1	0	12801	1	1000
2	1	12302	1	404
3	1	12303	1	395
4	0	12804	1	1000
5	1	12305	1	362
6	1	12306	1	308
7	0	12807	1	1000
8	0	12808	1	1000
9	0	12809	1	1000
10	0	12810	1	1000
11	1	12311	1	387
12	0	12812	1	1000
13	1	12313	1	378
14	1	12314	1	448
15	0	12815	1	1000
16	0	12816	1	1000
17	1	12317	1	386
18	1	12318	1	349
19	0	12819	1	1000
20	0	12820	1	1000
21	1	12321	1	376
22	0	12822	1	1000
23	1	12323	1	314
24	1	12324	1	413
25	1	12325	1	339
26	0	12826	1	1000
27	1	12327	1	356
28	0	12828	1	1000
29	1	12329	1	445
30	0	12830	1	1000
31	0	12831	1	1000
32	0	12832	1	1000
33	0	12833	1	1000
34	0	12834	1	1000
35	1	12335	1	417
36	0	12836	1	1000
37	0	12837	1	1000
38	1	12338	1	423
39	0	12839	1	1000
40	1	12340	1	358
41	1	12341	1	397
42	1	12342	1	358
43	0	12843	1	1000
44	1	12344	1	358
45	0	12845	1	1000
46	1	12346	1	350
47	1	12347	1	352
48	1	12348	1	308
49	0	12849	1	1000
50	0	12850	1	1000
51	1	12351	1	418
52	0	12852	1	1000
53	1	12353	1	347
54	0	12854	1	1000
55	1	12355	1	370
56	0	12856	1	1000
57	1	12357	1	343
58	1	12358	1	360
59	1	12359	1	295
60	0	12860	1	1000
61	1	12361	1	385
62	0	12862	1	1000
63	1	12363	1	341
64	1	12364	1	325
65	0	12865	1	1000
66	1	12366	1	311
67	1	12367	1	290
68	0	12868	1	1000
69	0	12869	1	1000
70	0	12870	1	1000
71	1	12371	1	358
72	1	12372	1	317
73	0	12873	1	1000
74	0	12874	1	1000
75	0	12875	1	1000
76	1	12376	1	368
77	1	12377	1	323
78	1	12378	1	340
79	1	12379	1	290
80	1	12380	1	259
81	0	12881	1	1000
82	0	12882	1	1000
83	0	12883	1	1000
84	0	12884	1	1000
85	0	12885	1	1000
86	1	12386	1	372
87	0	12887	1	1000
88	1	12388	1	398
89	1	12389	1	369
90	0	12890	1	1000
91	0	12891	1	1000
92	0	12892	1	1000
93	0	12893	0	383
94	1	12394	1	373
95	1	12395	1	393
96	0	12896	1	1000
97	1	12397	1	382
98	1	12398	1	371
99	0	12899	1	1000
100	1	12400	1	387
