number	type	latency	urevent
1.000000	1	2915.000000	1.000000
2.000000	2	4818.000000	2.000000
3.000000	3	6869.000000	3.000000
4.000000	4	8690.000000	4.000000
5.000000	5	10856.000000	5.000000
6.000000	6	12731.000000	6.000000
7.000000	7	14744.000000	7.000000
8.000000	8	16639.000000	8.000000
9.000000	9	18459.000000	9.000000
10.000000	10	20479.000000	10.000000
11.000000	11	22540.000000	11.000000
12.000000	12	24543.000000	12.000000
13.000000	13	26409.000000	13.000000
14.000000	14	28554.000000	14.000000
15.000000	15	30633.000000	15.000000
16.000000	16	32720.000000	16.000000
17.000000	17	34658.000000	17.000000
18.000000	18	36567.000000	18.000000
19.000000	19	38756.000000	19.000000
20.000000	20	40699.000000	20.000000
21.000000	21	42677.000000	21.000000
22.000000	22	44672.000000	22.000000
23.000000	23	46747.000000	23.000000
24.000000	24	48576.000000	24.000000
25.000000	25	50576.000000	25.000000
26.000000	26	52718.000000	26.000000
27.000000	27	54744.000000	27.000000
28.000000	28	56582.000000	28.000000
29.000000	29	58402.000000	29.000000
30.000000	30	60552.000000	30.000000
31.000000	31	62658.000000	31.000000
32.000000	32	64745.000000	32.000000
33.000000	33	66706.000000	33.000000
34.000000	34	68770.000000	34.000000
35.000000	35	70930.000000	35.000000
36.000000	36	73116.000000	36.000000
37.000000	boundary	73881.000000	37.000000
38.000000	37	75209.000000	38.000000
39.000000	38	77172.000000	39.000000
40.000000	39	79257.000000	40.000000
41.000000	40	81401.000000	41.000000
42.000000	41	83444.000000	42.000000
43.000000	42	85590.000000	43.000000
44.000000	43	87697.000000	44.000000
45.000000	44	89575.000000	45.000000
46.000000	45	91645.000000	46.000000
47.000000	46	93509.000000	47.000000
48.000000	47	95329.000000	48.000000
49.000000	48	97399.000000	49.000000
50.000000	49	99302.000000	50.000000
51.000000	50	101327.000000	51.000000
52.000000	51	103317.000000	52.000000
53.000000	52	105394.000000	53.000000
54.000000	53	107236.000000	54.000000
55.000000	54	109134.000000	55.000000
56.000000	55	111178.000000	56.000000
57.000000	56	113051.000000	57.000000
58.000000	57	115210.000000	58.000000
59.000000	58	117326.000000	59.000000
60.000000	59	119210.000000	60.000000
61.000000	60	121168.000000	61.000000
62.000000	61	123272.000000	62.000000
63.000000	62	125151.000000	63.000000
64.000000	63	127085.000000	64.000000
65.000000	64	129069.000000	65.000000
66.000000	65	130937.000000	66.000000
67.000000	66	133026.000000	67.000000
68.000000	67	135194.000000	68.000000
69.000000	68	137018.000000	69.000000
70.000000	69	138883.000000	70.000000
71.000000	70	140860.000000	71.000000
72.000000	71	142871.000000	72.000000
73.000000	72	144908.000000	73.000000
74.000000	73	146799.000000	74.000000
75.000000	74	148951.000000	75.000000
76.000000	75	150878.000000	76.000000
77.000000	76	152959.000000	77.000000
78.000000	77	155078.000000	78.000000
79.000000	78	157168.000000	79.000000
80.000000	79	159104.000000	80.000000
81.000000	80	160929.000000	81.000000
82.000000	81	163122.000000	82.000000
83.000000	82	165096.000000	83.000000
84.000000	83	167010.000000	84.000000
85.000000	84	169060.000000	85.000000
86.000000	85	171232.000000	86.000000
87.000000	86	173308.000000	87.000000
88.000000	87	175320.000000	88.000000
89.000000	88	177471.000000	89.000000
90.000000	89	179327.000000	90.000000
91.000000	90	181322.000000	91.000000
92.000000	91	183377.000000	92.000000
93.000000	92	185536.000000	93.000000
94.000000	93	187486.000000	94.000000
95.000000	94	189509.000000	95.000000
96.000000	95	191538.000000	96.000000
97.000000	96	193749.000000	97.000000
98.000000	97	195610.000000	98.000000
99.000000	98	197622.000000	99.000000
100.000000	99	199456.000000	100.000000
101.000000	100	201459.000000	101.000000
