number	type	latency	urevent
1.000000	1	3158.000000	1.000000
2.000000	2	4961.000000	2.000000
3.000000	3	6776.000000	3.000000
4.000000	4	8922.000000	4.000000
5.000000	5	10805.000000	5.000000
6.000000	6	12716.000000	6.000000
7.000000	7	14786.000000	7.000000
8.000000	8	16716.000000	8.000000
9.000000	9	18582.000000	9.000000
10.000000	10	20532.000000	10.000000
11.000000	11	22504.000000	11.000000
12.000000	12	24339.000000	12.000000
13.000000	13	26329.000000	13.000000
14.000000	14	28168.000000	14.000000
15.000000	15	30314.000000	15.000000
16.000000	16	32147.000000	16.000000
17.000000	17	34074.000000	17.000000
18.000000	18	36250.000000	18.000000
19.000000	19	38207.000000	19.000000
20.000000	20	40326.000000	20.000000
21.000000	21	42268.000000	21.000000
22.000000	22	44357.000000	22.000000
23.000000	23	46504.000000	23.000000
24.000000	24	48601.000000	24.000000
25.000000	25	50532.000000	25.000000
26.000000	26	52408.000000	26.000000
27.000000	27	54348.000000	27.000000
28.000000	28	56344.000000	28.000000
29.000000	29	58257.000000	29.000000
30.000000	30	60397.000000	30.000000
31.000000	31	62318.000000	31.000000
32.000000	32	64320.000000	32.000000
33.000000	33	66188.000000	33.000000
34.000000	34	68346.000000	34.000000
35.000000	35	70271.000000	35.000000
36.000000	36	72390.000000	36.000000
37.000000	37	74589.000000	37.000000
38.000000	38	76596.000000	38.000000
39.000000	39	78761.000000	39.000000
40.000000	40	80900.000000	40.000000
41.000000	41	82718.000000	41.000000
42.000000	42	84583.000000	42.000000
43.000000	43	86450.000000	43.000000
44.000000	44	88460.000000	44.000000
45.000000	45	90278.000000	45.000000
46.000000	46	92325.000000	46.000000
47.000000	47	94138.000000	47.000000
48.000000	48	96257.000000	48.000000
49.000000	49	98327.000000	49.000000
50.000000	50	100445.000000	50.000000
51.000000	51	102538.000000	51.000000
52.000000	52	104569.000000	52.000000
53.000000	53	106461.000000	53.000000
54.000000	54	108543.000000	54.000000
55.000000	55	110590.000000	55.000000
56.000000	56	112782.000000	56.000000
57.000000	57	114849.000000	57.000000
58.000000	58	117063.000000	58.000000
59.000000	59	118969.000000	59.000000
60.000000	60	121049.000000	60.000000
61.000000	61	122977.000000	61.000000
62.000000	62	124822.000000	62.000000
63.000000	63	126940.000000	63.000000
64.000000	64	128948.000000	64.000000
65.000000	65	131110.000000	65.000000
66.000000	66	133124.000000	66.000000
67.000000	67	135162.000000	67.000000
68.000000	68	137354.000000	68.000000
69.000000	69	139436.000000	69.000000
70.000000	70	141382.000000	70.000000
71.000000	71	143195.000000	71.000000
72.000000	72	145287.000000	72.000000
73.000000	73	147491.000000	73.000000
74.000000	74	149611.000000	74.000000
75.000000	75	151719.000000	75.000000
76.000000	76	153608.000000	76.000000
77.000000	77	155476.000000	77.000000
78.000000	78	157651.000000	78.000000
79.000000	79	159774.000000	79.000000
80.000000	80	161819.000000	80.000000
81.000000	81	163974.000000	81.000000
82.000000	82	166059.000000	82.000000
83.000000	83	167984.000000	83.000000
84.000000	84	169832.000000	84.000000
85.000000	85	171893.000000	85.000000
86.000000	86	173815.000000	86.000000
87.000000	87	175974.000000	87.000000
88.000000	88	177849.000000	88.000000
89.000000	89	179771.000000	89.000000
90.000000	90	181799.000000	90.000000
91.000000	91	183993.000000	91.000000
92.000000	92	185872.000000	92.000000
93.000000	93	187744.000000	93.000000
94.000000	94	189661.000000	94.000000
95.000000	95	191541.000000	95.000000
96.000000	96	193581.000000	96.000000
97.000000	97	195590.000000	97.000000
98.000000	98	197514.000000	98.000000
99.000000	99	199386.000000	99.000000
100.000000	100	201440.000000	100.000000
